,rho,beta0,beta1,beta2,phi,sigma,Ifit,IUQ,nRuns,region
9-20,0.8446279846905799,296.6616587060952,0.28565860728316145,0.606044145051648,0.17129782935032284,0.37595759733729217,1.0490921718539656,1.0465667918371968,9,SAH
9-21,0.7765131025646144,297.9835970665182,0.19134445833109717,0.487927875564751,0.2174915299998212,0.2905361161021752,1.0472978541906044,1.0282205064562677,9,WAF
9-22,0.8958889021839105,295.3162273222079,0.13127335936449042,0.5916162800240339,0.2032329344741229,0.2389154794046278,1.0515566950118203,1.033724364285585,9,CAF
9-23,0.6894910712736053,297.1844677108124,0.003028169761833857,0.6325798123497166,0.29112066804934167,0.31893849971375043,1.0398257877782253,1.0380138552531384,9,NEAF
9-24,0.5705295737235873,295.4539785409468,0.2200915141011752,0.4074724853155166,0.20879202024926885,0.3771808982992058,1.0586330843951586,1.1324705596869857,9,SEAF
9-25,0.8732888845947298,292.93113876167195,0.04496385063526545,0.6696237154568522,0.23455978440241151,0.25856972689325114,1.0473159123610896,1.0359102688709312,9,WSAF
9-26,0.30955590451617043,293.7735086850825,0.10632906643064703,0.657442285541174,0.24516979025900235,0.32971262898436815,1.0686480603694983,1.0294316061980995,9,ESAF
9-27,0.009999999999999995,296.8380431477708,0.09858789120093442,0.4638421326674552,0.1467077355710571,0.27375935485775615,1.0659762222180673,1.0780552224146434,9,MDG
9-28,0.9266931723175155,257.43063336271666,1.288635682215498,0.2895663597522528,0.17299697775308823,0.8522757028888036,1.0713102283658993,1.0230130671998798,9,RAR
9-29,0.009999999999999995,272.5242011579613,1.5937679520702386,-0.3990996021890192,0.07610828623249909,1.0180283410374915,1.0438569961708926,0.9720297903964579,9,WSB
9-30,0.009999999999999995,266.35854288515,1.2217539570753324,-0.12725021437815986,0.06317155962949728,0.7975421666959182,1.0473856859324286,1.0223840414111252,9,ESB
9-31,0.009999999999999995,266.824119552506,1.5066046892346863,-0.2715893301629951,0.24555012376285112,0.5614802771708451,1.0756296735502373,1.010827726733799,9,RFE
9-32,0.009999999999999995,287.52064675380404,0.5140850850476056,0.4047179298521049,-0.001726380948547139,0.43849285876744865,1.0456299333459007,1.0375090055962228,9,WCA
9-33,0.009999999999999995,277.84524237677306,0.3436634950455213,0.673712602110673,0.1258416642967541,0.5415157094253176,1.0502931516245941,0.9712264869135077,9,ECA
9-34,0.5849594657598575,268.2600119981828,-0.1254070871141718,1.1315009622438916,0.1667711964892235,0.5338165582529306,1.0518413992532254,1.000672090833299,9,TIB
9-35,0.7383292247870734,286.80283056493965,0.2817361818638353,0.5019751479032256,0.21767852317012457,0.27539705250275337,1.0564655104966958,0.9650749096337056,9,EAS
9-36,0.904479532072417,297.657469172845,0.46962228159860053,0.4095638746025094,0.22223243776554827,0.5244746360107979,1.0475448868570743,1.0769033708764604,9,ARP
9-37,0.6986435825621484,296.4160505762244,-0.11054124478642346,0.8512124181055029,0.219539837811481,0.32878666037918636,1.0503382605712297,1.0019604934712707,9,SAS
9-38,0.8851617121628111,299.13619221436176,0.14716216524411352,0.41103330285075645,0.032522683446725285,0.277178468314032,1.0514243313296912,1.0659340703721665,9,SEA
9-39,0.6974938184278019,299.0085638778233,0.1411297781747566,0.4279591349063139,0.010820185275088877,0.30620108066304047,1.0473855466205804,1.0537197797225375,9,NAU
9-40,0.009999999999999995,295.68224366229265,0.4684291294402923,0.3065386855271325,0.23097987094526623,0.7036400519026106,1.0369370326536063,1.0326472242891,9,CAU
9-41,0.009999999999999995,292.207673856589,-0.09609715801457061,0.7909214505170703,0.2779797224617792,0.5612454140923774,1.0467950873187049,0.972907329397811,9,EAU
9-42,0.9746135612204242,287.9026491250302,0.10383182884215525,0.7150684937963762,0.270178395225202,0.23228091153472652,1.044518783684009,1.0055315326733696,9,SAU
9-43,0.9757786570421011,287.4920095826512,0.1882311059084439,0.5599197802934494,0.31806384467554377,0.20571387673593344,1.029610406307886,0.9558411111753721,9,NZ
9-44,0.9811743619170802,237.49592474202998,0.11292270240233643,1.3205203215994885,0.1464406743713178,0.3793561466907733,1.0388678125563853,0.9906679086934999,9,EAN
9-45,0.8776919991654839,250.31990839646147,-1.007820760880817,2.025820300197492,0.28790312150679215,0.6659968823214081,1.038849442862257,0.9550278978167425,9,WAN
9-46,0.99,253.75011050559831,2.962135533117594,-1.6176232290710704,0.4211417986690679,0.7524448099350157,1.0828437283275876,0.9918438664441631,9,ARO
9-47,0.8664867107587588,292.8958496847503,0.37867998002732217,0.20196888005835245,0.32744943326390086,0.1430556482442549,1.1039406585969436,1.00294222500225,9,NPO
9-48,0.6718790823925171,299.2334659780597,0.10600638192560086,0.4226147938452316,0.23321682535740593,0.5528829623374629,1.0499579858644785,1.063585513001243,9,EPO
9-49,0.9516868954554593,291.9835837099978,-0.025263835360615938,0.5203430831158044,0.4701804534305813,0.06921211419518444,1.0534500644826823,0.9718588530085293,9,SPO
9-50,0.010000008050153705,292.6559625449408,0.3685229014612508,0.032451260816810726,0.3898437414744777,0.1554318565684549,1.096183561681669,1.0834351986921391,9,NAO
9-51,0.009999999999999995,298.7299009205062,0.2000555156483342,0.29767641168964004,0.20113371606314348,0.1966057778915117,1.0710963979618278,0.9986382103209568,9,EAO
9-52,0.9526619851127741,291.6856572305539,0.03249537530648949,0.47772728192098834,0.23646559926925306,0.1063557999767896,1.028426382564517,0.9894881965237279,9,SAO
9-53,0.009999999999999995,298.87302942235885,0.2743338909008345,0.2795561851591605,0.1454758053023401,0.30283966632795456,1.0607961879803385,1.0354995251163168,9,ARS
9-54,0.9083961381490325,299.94433175266096,0.08970679203338135,0.4588517939327647,0.15328153334061148,0.24814262857777059,1.05556140942163,1.0218400923908408,9,BOB
9-55,0.816166310012343,300.11368335428494,0.1672765818113104,0.36611412268152943,0.058043495671434804,0.2590644282147601,1.0443479321785494,1.0579251106791172,9,EIO
9-56,0.9649989919431744,294.9650735461798,0.17849056537830524,0.37193588123203686,0.28370560392421396,0.14873677114309508,1.0527555670728155,1.0275950764124897,9,SIO
9-57,0.9673011759629003,276.50926205271304,0.020968831591770293,0.6710193460112515,0.48139614314244367,0.08543279471254571,1.0285990837700558,0.8861279412605616,9,SOO
10-0,0.99,257.559066869275,1.3951044242824533,-0.7138895133670669,0.391430895934794,0.6047316796779967,1.0675322113287626,0.9955597390833824,10,GIC
10-1,0.009999999999999995,266.4838503029144,0.6623701356947918,0.6014217784237246,0.21910238330447734,0.7865217381668324,1.0494362468664833,0.9411452872694881,10,NWN
10-2,0.8615042098940896,262.4441497457958,0.38779742247309806,1.0457308211570404,0.13687610426121793,0.6242439498727614,1.0512341501769484,1.0493566660776337,10,NEN
10-3,0.6747914070835822,280.89171894129555,0.5964164195883378,0.31979648941994104,0.04567998825834875,0.5352562599732749,1.0421407338448483,0.9425355724036596,10,WNA
10-4,0.8807247736283983,284.361630973414,0.819828700510711,0.1030016990914869,0.07516239374273782,0.6124361801036609,1.0533518108253053,1.024112605675112,10,CNA
10-5,0.6737656211142972,285.62000374904767,0.17660687716962403,0.6275177112945209,0.0173428926518795,0.3448332218685029,1.062568389362127,1.0144382741611924,10,ENA
10-6,0.9106939786092985,293.15816800873347,0.5398795462732483,0.21434156346078992,0.21219320958309495,0.3027096844209028,1.0711911039892963,0.9770067418757338,10,NCA
10-7,0.8398954090412196,298.484438079014,0.22342358040998636,0.3824985068030275,0.23968859397705905,0.26353417429967646,1.0634768194567803,1.0802161955515164,10,SCA
10-8,0.009999999999999995,299.07916279250867,0.14278516502953403,0.3329193365776107,0.3280998673671365,0.20035277052688633,1.0754946813913906,1.0434214841417322,10,CAR
10-9,0.8204807048231744,293.60700953704975,0.1840833789276136,0.5415822535343426,0.1995689657999462,0.3941097537505184,1.0525413659293632,1.0804781366982288,10,NWS
10-10,0.885762725403433,296.61446088274755,0.15490922925256756,0.6776786422056036,0.22127075534109003,0.37150101638786365,1.0510036230941826,1.070662261884342,10,NSA
10-11,0.8902206884330092,297.23065709377613,0.3625231604667767,0.35570828540259136,0.24337868997183654,0.3856120502955941,1.0560234230210863,1.0455854614283433,10,NES
10-12,0.009999999999999995,294.44688135954453,0.810295095279469,0.08458937981247079,0.21475875839998967,0.4750865229180421,1.0599900842249563,1.0631547351324064,10,SAM
10-13,0.9205262784192456,287.176252280168,-0.040713163347224864,0.7308091077226369,0.2900938925391321,0.31464445244789996,1.0435778981460453,0.9734637742962419,10,SWS
10-14,0.9392239526221734,291.523126547195,-0.030400099455932795,0.7867831406360077,0.20071262745618135,0.2689928044679495,1.0355862967501805,0.9287633604041879,10,SES
10-15,0.9716768262982824,281.6122081686601,0.009016272309334786,0.6492120321370247,0.07654874914411781,0.23439721085812187,1.0417231863725687,1.0165272986746363,10,SSA
10-16,0.13208886192028113,278.9914596652677,0.1821738889954983,0.45241261619449374,0.23030931690497897,0.43672346255648636,1.077245582801681,0.9755939730378143,10,NEU
10-17,0.009999999999999995,281.48983164202326,0.27281866643324654,0.5823448620651236,0.14568726426285067,0.5753113657227437,1.056687232246622,1.037897794237515,10,WCE
10-18,0.009999999999999995,277.23619007419495,1.3369489743054388,-0.3151027725314438,0.11535487806196328,0.9138809488300724,1.048380115950622,1.0296124459772422,10,EEU
10-19,0.6429329338915152,289.7435493017451,0.10765326442157086,0.691141289066884,0.1518900339220706,0.2733494600981186,1.0648925899292991,1.0274295643120486,10,MED
10-20,0.843058959329945,296.6618850453575,0.3238109647441311,0.5637262927767994,0.18148654110325807,0.37264335614655897,1.0490080015398509,1.0146176907434257,10,SAH
10-21,0.7756797942201149,297.97561376715464,0.22599633075569941,0.45256643634785726,0.22858311415603574,0.28931529694030556,1.0473781942849811,1.0178266802625904,10,WAF
10-22,0.8978670045519234,295.3089591316859,0.15363586035299964,0.5690975109423476,0.2181784688103503,0.23801846848956024,1.0515141163069084,0.9975736445075404,10,CAF
10-23,0.6878652732889359,297.1674673772725,0.07507750736563946,0.5608651569136202,0.2991898408664816,0.31786396156063784,1.039677622054024,0.9966375926647992,10,NEAF
10-24,0.5629637892544332,295.4418291362425,0.2517175447062644,0.3758969161705425,0.21751296069708256,0.3737861874469567,1.058263408838194,1.0743728674460549,10,SEAF
10-25,0.8773215147488687,292.92588320943554,0.06596259768378197,0.648989271634071,0.22860147846952492,0.2563722952347675,1.0478359784209965,1.0669799849628223,10,WSAF
10-26,0.3383117821208051,293.77564711459365,0.13995262687379856,0.6219443245520833,0.240892335419446,0.3274984978699936,1.0665847027507898,1.0348525424603074,10,ESAF
10-27,0.009999999999999995,296.8384869205928,0.06279461642782938,0.499677393616638,0.1370541896503332,0.270166828884238,1.0656505048394687,1.035970670598682,10,MDG
10-28,0.9277234225370152,257.32010149909854,1.3312227989573864,0.2646670170705369,0.1865217231697655,0.8536484895490443,1.0627577078308872,1.013595222931156,10,RAR
10-29,0.009999999999999995,272.5190804220439,1.2951469323430491,-0.09361482895040787,0.07221728347577998,1.0196648715027987,1.0422362260565745,0.9736983879710484,10,WSB
10-30,0.009999999999999995,266.34477168645833,0.9241896897018727,0.17713576082713742,0.06390963351320078,0.7925120782137078,1.0447486037546792,1.0400127635737837,10,ESB
10-31,0.009999999999999995,266.8221658674828,1.2260758631340867,0.014293529581374554,0.2517884329572741,0.5549504317777993,1.0719441289267835,0.9879309413094028,10,RFE
10-32,0.009999999999999995,287.5451448337234,0.5228794795272151,0.3918646567815823,-0.005048709610297476,0.4417729048982906,1.0452994653864038,0.9787057295007208,10,WCA
10-33,0.009999999999999995,277.8782317424513,0.23762037044401976,0.775601803125288,0.11007202843222304,0.53997798573752,1.0514831866811758,1.0060758237580407,10,ECA
10-34,0.5874317670573296,268.28908875968165,-0.10913129814781979,1.110497825735106,0.1568209110177088,0.533097608498499,1.0498668392077495,1.0029413477979827,10,TIB
10-35,0.7032159021072257,286.80765754157267,0.21111195334135288,0.5714587725263983,0.20339732668464156,0.2759030827634938,1.0577009504487012,1.008584069562167,10,EAS
10-36,0.9038259153259252,297.6549944061395,0.5114322130403567,0.3610135079257948,0.22185705121124136,0.5247836071372832,1.0473314899196364,1.0772293880455603,10,ARP
10-37,0.6928706139174423,296.4243498151848,-0.061228701436470565,0.7979476380783405,0.2338527629801818,0.33015437620160326,1.0495002365932242,1.0324294707922814,10,SAS
10-38,0.6726475240355618,299.07636622530936,-0.01774890307463128,0.5644612623165075,0.039308128594405765,0.2764542605492682,1.0494398094871529,1.050345486370967,10,SEA
10-39,0.5902658908224283,298.98526032046806,0.08082598706142555,0.4893191190755085,0.016840927070995645,0.3062725086591896,1.0493365898970404,1.0719552710059488,10,NAU
10-40,0.009999999999999995,295.65187561049504,0.35754615975475573,0.42425131291615853,0.221485977946675,0.7014582722678634,1.03730089652185,0.9959646905730944,10,CAU
10-41,0.009999999999999995,292.1925470767993,-0.2764897232456768,0.9754963775589862,0.27637035257799186,0.558025297023146,1.0466767514858744,0.9430275491656983,10,EAU
10-42,0.9769697993245917,287.8820909738221,0.13043496883069866,0.7061460059240842,0.2693194200194693,0.2317962641355468,1.0451214681441616,1.006160437653838,10,SAU
